projectId,userId,time,hr
DIEGO,user_test_013,1665590400.509,92
DIEGO,user_test_013,1665590401.509,91
DIEGO,user_test_013,1665590402.509,89
DIEGO,user_test_013,1665590403.509,88
DIEGO,user_test_013,1665590404.509,87
DIEGO,user_test_013,1665590405.509,86
DIEGO,user_test_013,1665590406.509,86
DIEGO,user_test_013,1665590407.509,88
DIEGO,user_test_013,1665590408.509,89
DIEGO,user_test_013,1665590409.509,91
DIEGO,user_test_013,1665590410.509,91
DIEGO,user_test_013,1665590411.509,92
DIEGO,user_test_013,1665590412.509,92
DIEGO,user_test_013,1665590413.509,91
DIEGO,user_test_013,1665590414.509,90
DIEGO,user_test_013,1665590415.509,88
DIEGO,user_test_013,1665590416.509,87
DIEGO,user_test_013,1665590417.509,85
DIEGO,user_test_013,1665590418.509,84
DIEGO,user_test_013,1665590419.509,84
DIEGO,user_test_013,1665590420.509,83
DIEGO,user_test_013,1665590421.509,82
DIEGO,user_test_013,1665590422.509,82
DIEGO,user_test_013,1665590423.509,82
DIEGO,user_test_013,1665590424.509,82
DIEGO,user_test_013,1665590425.509,83
DIEGO,user_test_013,1665590426.509,83
DIEGO,user_test_013,1665590427.509,84
DIEGO,user_test_013,1665590428.509,85
DIEGO,user_test_013,1665590429.509,86
DIEGO,user_test_013,1665590430.509,87
DIEGO,user_test_013,1665590431.509,88
DIEGO,user_test_013,1665590432.509,89
DIEGO,user_test_013,1665590433.509,89
DIEGO,user_test_013,1665590434.509,89
DIEGO,user_test_013,1665590435.509,89
DIEGO,user_test_013,1665590436.509,89
DIEGO,user_test_013,1665590437.509,89
DIEGO,user_test_013,1665590438.509,89
DIEGO,user_test_013,1665590439.509,89
DIEGO,user_test_013,1665590440.509,89
DIEGO,user_test_013,1665590441.509,90
DIEGO,user_test_013,1665590442.509,90
DIEGO,user_test_013,1665590443.509,90
DIEGO,user_test_013,1665590444.509,90
DIEGO,user_test_013,1665590445.509,90
DIEGO,user_test_013,1665590446.509,89
DIEGO,user_test_013,1665590447.509,89
DIEGO,user_test_013,1665590448.509,87
DIEGO,user_test_013,1665590449.509,86
DIEGO,user_test_013,1665590450.509,85
DIEGO,user_test_013,1665590451.509,84
DIEGO,user_test_013,1665590452.509,83
DIEGO,user_test_013,1665590453.509,82
DIEGO,user_test_013,1665590454.509,82
DIEGO,user_test_013,1665590455.509,83
DIEGO,user_test_013,1665590456.509,83
DIEGO,user_test_013,1665590457.509,83
DIEGO,user_test_013,1665590458.509,83
DIEGO,user_test_013,1665590459.509,83
DIEGO,user_test_013,1665590460.509,82
DIEGO,user_test_013,1665590461.509,82
DIEGO,user_test_013,1665590462.509,83
DIEGO,user_test_013,1665590463.509,83
DIEGO,user_test_013,1665590464.509,85
DIEGO,user_test_013,1665590465.509,86
DIEGO,user_test_013,1665590466.509,88
DIEGO,user_test_013,1665590467.509,90
DIEGO,user_test_013,1665590468.509,90
DIEGO,user_test_013,1665590469.509,91
DIEGO,user_test_013,1665590470.509,90
DIEGO,user_test_013,1665590471.509,88
DIEGO,user_test_013,1665590472.509,85
DIEGO,user_test_013,1665590473.509,83
DIEGO,user_test_013,1665590474.509,80
DIEGO,user_test_013,1665590475.509,79
DIEGO,user_test_013,1665590476.509,78
DIEGO,user_test_013,1665590477.509,79
DIEGO,user_test_013,1665590478.509,80
DIEGO,user_test_013,1665590479.509,81
DIEGO,user_test_013,1665590480.509,82
DIEGO,user_test_013,1665590481.509,84
DIEGO,user_test_013,1665590482.509,84
DIEGO,user_test_013,1665590483.509,84
DIEGO,user_test_013,1665590484.509,84
DIEGO,user_test_013,1665590485.509,84
DIEGO,user_test_013,1665590486.509,84
DIEGO,user_test_013,1665590487.509,84
DIEGO,user_test_013,1665590488.509,84
DIEGO,user_test_013,1665590489.509,84
DIEGO,user_test_013,1665590490.509,84
DIEGO,user_test_013,1665590491.509,84
DIEGO,user_test_013,1665590492.509,84
DIEGO,user_test_013,1665590493.509,84
DIEGO,user_test_013,1665590494.509,84
DIEGO,user_test_013,1665590495.509,84
DIEGO,user_test_013,1665590496.509,84
DIEGO,user_test_013,1665590497.509,84
DIEGO,user_test_013,1665590498.509,85
DIEGO,user_test_013,1665590499.509,85
DIEGO,user_test_013,1665590500.509,85
DIEGO,user_test_013,1665590501.509,85
DIEGO,user_test_013,1665590502.509,85
DIEGO,user_test_013,1665590503.509,85
DIEGO,user_test_013,1665590504.509,85
DIEGO,user_test_013,1665590505.509,84
DIEGO,user_test_013,1665590506.509,84
DIEGO,user_test_013,1665590507.509,83
DIEGO,user_test_013,1665590508.509,82
DIEGO,user_test_013,1665590509.509,82
DIEGO,user_test_013,1665590510.509,81
DIEGO,user_test_013,1665590511.509,81
DIEGO,user_test_013,1665590512.509,81
DIEGO,user_test_013,1665590513.509,80
DIEGO,user_test_013,1665590514.509,80
DIEGO,user_test_013,1665590515.509,80
DIEGO,user_test_013,1665590516.509,81
DIEGO,user_test_013,1665590517.509,81
DIEGO,user_test_013,1665590518.509,81
DIEGO,user_test_013,1665590519.509,82
DIEGO,user_test_013,1665590520.509,82
DIEGO,user_test_013,1665590521.509,82
DIEGO,user_test_013,1665590522.509,82
DIEGO,user_test_013,1665590523.509,82
DIEGO,user_test_013,1665590524.509,82
DIEGO,user_test_013,1665590525.509,82
DIEGO,user_test_013,1665590526.509,82
DIEGO,user_test_013,1665590527.509,81
DIEGO,user_test_013,1665590528.509,81
DIEGO,user_test_013,1665590529.509,81
DIEGO,user_test_013,1665590530.509,81
DIEGO,user_test_013,1665590531.509,81
DIEGO,user_test_013,1665590532.509,82
DIEGO,user_test_013,1665590533.509,83
DIEGO,user_test_013,1665590534.509,83
DIEGO,user_test_013,1665590535.509,84
DIEGO,user_test_013,1665590536.509,85
DIEGO,user_test_013,1665590537.509,86
DIEGO,user_test_013,1665590538.509,87
DIEGO,user_test_013,1665590539.509,87
DIEGO,user_test_013,1665590540.509,88
DIEGO,user_test_013,1665590541.509,89
DIEGO,user_test_013,1665590542.509,89
DIEGO,user_test_013,1665590543.509,89
DIEGO,user_test_013,1665590544.509,89
DIEGO,user_test_013,1665590545.509,89
DIEGO,user_test_013,1665590546.509,88
DIEGO,user_test_013,1665590547.509,86
DIEGO,user_test_013,1665590548.509,85
DIEGO,user_test_013,1665590549.509,84
DIEGO,user_test_013,1665590550.509,83
DIEGO,user_test_013,1665590551.509,82
DIEGO,user_test_013,1665590552.509,83
DIEGO,user_test_013,1665590553.509,83
DIEGO,user_test_013,1665590554.509,84
DIEGO,user_test_013,1665590555.509,85
DIEGO,user_test_013,1665590556.509,85
DIEGO,user_test_013,1665590557.509,85
DIEGO,user_test_013,1665590558.509,85
DIEGO,user_test_013,1665590559.509,84
DIEGO,user_test_013,1665590560.509,84
DIEGO,user_test_013,1665590561.509,83
DIEGO,user_test_013,1665590562.509,81
DIEGO,user_test_013,1665590563.509,80
DIEGO,user_test_013,1665590564.509,80
DIEGO,user_test_013,1665590565.509,79
DIEGO,user_test_013,1665590566.509,79
DIEGO,user_test_013,1665590567.509,79
DIEGO,user_test_013,1665590568.509,79
DIEGO,user_test_013,1665590569.509,79
DIEGO,user_test_013,1665590570.509,78
DIEGO,user_test_013,1665590571.509,78
DIEGO,user_test_013,1665590572.509,78
DIEGO,user_test_013,1665590573.509,78
DIEGO,user_test_013,1665590574.509,78
DIEGO,user_test_013,1665590575.509,79
DIEGO,user_test_013,1665590576.509,79
DIEGO,user_test_013,1665590577.509,79
DIEGO,user_test_013,1665590578.509,79
DIEGO,user_test_013,1665590579.509,79
DIEGO,user_test_013,1665590580.509,79
DIEGO,user_test_013,1665590581.509,78
DIEGO,user_test_013,1665590582.509,78
DIEGO,user_test_013,1665590583.509,79
DIEGO,user_test_013,1665590584.509,78
DIEGO,user_test_013,1665590585.509,78
DIEGO,user_test_013,1665590586.509,78
DIEGO,user_test_013,1665590587.509,78
DIEGO,user_test_013,1665590588.509,77
DIEGO,user_test_013,1665590589.509,77
DIEGO,user_test_013,1665590590.509,78
DIEGO,user_test_013,1665590591.509,79
DIEGO,user_test_013,1665590592.509,79
DIEGO,user_test_013,1665590593.509,80
DIEGO,user_test_013,1665590594.509,81
DIEGO,user_test_013,1665590595.509,81
DIEGO,user_test_013,1665590596.509,81
DIEGO,user_test_013,1665590597.509,81
DIEGO,user_test_013,1665590598.509,82
DIEGO,user_test_013,1665590599.509,82
DIEGO,user_test_013,1665590600.509,82
DIEGO,user_test_013,1665590601.509,82
DIEGO,user_test_013,1665590602.509,82
DIEGO,user_test_013,1665590603.509,82
DIEGO,user_test_013,1665590604.509,82
DIEGO,user_test_013,1665590605.509,81
DIEGO,user_test_013,1665590606.509,81
DIEGO,user_test_013,1665590607.509,80
DIEGO,user_test_013,1665590608.509,79
DIEGO,user_test_013,1665590609.509,79
DIEGO,user_test_013,1665590610.509,79
DIEGO,user_test_013,1665590611.509,79
DIEGO,user_test_013,1665590612.509,79
DIEGO,user_test_013,1665590613.509,79
DIEGO,user_test_013,1665590614.509,79
DIEGO,user_test_013,1665590615.509,79
DIEGO,user_test_013,1665590616.509,79
DIEGO,user_test_013,1665590617.509,79
DIEGO,user_test_013,1665590618.509,79
DIEGO,user_test_013,1665590619.509,80
DIEGO,user_test_013,1665590620.509,80
DIEGO,user_test_013,1665590621.509,81
DIEGO,user_test_013,1665590622.509,81
DIEGO,user_test_013,1665590623.509,82
DIEGO,user_test_013,1665590624.509,81
DIEGO,user_test_013,1665590625.509,82
DIEGO,user_test_013,1665590626.509,82
DIEGO,user_test_013,1665590627.509,82
DIEGO,user_test_013,1665590628.509,82
DIEGO,user_test_013,1665590629.509,82
