projectId,userId,time,rr
DIEGO,user_test_013,1665590400.509,12
DIEGO,user_test_013,1665590401.509,12
DIEGO,user_test_013,1665590402.509,12
DIEGO,user_test_013,1665590403.509,12
DIEGO,user_test_013,1665590404.509,12
DIEGO,user_test_013,1665590405.509,12
DIEGO,user_test_013,1665590406.509,13
DIEGO,user_test_013,1665590407.509,13
DIEGO,user_test_013,1665590408.509,14
DIEGO,user_test_013,1665590409.509,14
DIEGO,user_test_013,1665590410.509,14
DIEGO,user_test_013,1665590411.509,14
DIEGO,user_test_013,1665590412.509,15
DIEGO,user_test_013,1665590413.509,15
DIEGO,user_test_013,1665590414.509,15
DIEGO,user_test_013,1665590415.509,15
DIEGO,user_test_013,1665590416.509,15
DIEGO,user_test_013,1665590417.509,15
DIEGO,user_test_013,1665590418.509,16
DIEGO,user_test_013,1665590419.509,16
DIEGO,user_test_013,1665590420.509,17
DIEGO,user_test_013,1665590421.509,17
DIEGO,user_test_013,1665590422.509,18
DIEGO,user_test_013,1665590423.509,18
DIEGO,user_test_013,1665590424.509,18
DIEGO,user_test_013,1665590425.509,18
DIEGO,user_test_013,1665590426.509,18
DIEGO,user_test_013,1665590427.509,18
DIEGO,user_test_013,1665590428.509,17
DIEGO,user_test_013,1665590429.509,17
DIEGO,user_test_013,1665590430.509,17
DIEGO,user_test_013,1665590431.509,17
DIEGO,user_test_013,1665590432.509,17
DIEGO,user_test_013,1665590433.509,17
DIEGO,user_test_013,1665590434.509,17
DIEGO,user_test_013,1665590435.509,16
DIEGO,user_test_013,1665590436.509,16
DIEGO,user_test_013,1665590437.509,15
DIEGO,user_test_013,1665590438.509,15
DIEGO,user_test_013,1665590439.509,15
DIEGO,user_test_013,1665590440.509,15
DIEGO,user_test_013,1665590441.509,15
DIEGO,user_test_013,1665590442.509,14
DIEGO,user_test_013,1665590443.509,14
DIEGO,user_test_013,1665590444.509,14
DIEGO,user_test_013,1665590445.509,14
DIEGO,user_test_013,1665590446.509,14
DIEGO,user_test_013,1665590447.509,14
DIEGO,user_test_013,1665590448.509,14
DIEGO,user_test_013,1665590449.509,14
DIEGO,user_test_013,1665590450.509,14
DIEGO,user_test_013,1665590451.509,14
DIEGO,user_test_013,1665590452.509,14
DIEGO,user_test_013,1665590453.509,14
DIEGO,user_test_013,1665590454.509,13
DIEGO,user_test_013,1665590455.509,13
DIEGO,user_test_013,1665590456.509,13
DIEGO,user_test_013,1665590457.509,13
DIEGO,user_test_013,1665590458.509,13
DIEGO,user_test_013,1665590459.509,13
DIEGO,user_test_013,1665590460.509,13
DIEGO,user_test_013,1665590461.509,13
