projectId,userId,time,ecg
DIEGO,user_test_013,1665645641.509,-0.144
DIEGO,user_test_013,1665645641.5168126,-0.147
DIEGO,user_test_013,1665645641.524625,-0.155
DIEGO,user_test_013,1665645641.5324376,-0.161
DIEGO,user_test_013,1665645641.54025,-0.167
DIEGO,user_test_013,1665645641.5480626,-0.16
DIEGO,user_test_013,1665645641.555875,-0.16
DIEGO,user_test_013,1665645641.5636876,-0.158
DIEGO,user_test_013,1665645641.5715,-0.16
DIEGO,user_test_013,1665645641.5793126,-0.159
DIEGO,user_test_013,1665645641.587125,-0.158
DIEGO,user_test_013,1665645641.5949376,-0.134
DIEGO,user_test_013,1665645641.60275,-0.032
DIEGO,user_test_013,1665645641.6105626,0.12
DIEGO,user_test_013,1665645641.618375,0.135
DIEGO,user_test_013,1665645641.6261876,-0.079
DIEGO,user_test_013,1665645641.634,-0.2
DIEGO,user_test_013,1665645641.6418126,-0.156
DIEGO,user_test_013,1665645641.649625,-0.132
DIEGO,user_test_013,1665645641.6574376,-0.143
DIEGO,user_test_013,1665645641.66525,-0.138
DIEGO,user_test_013,1665645641.6730626,-0.139
DIEGO,user_test_013,1665645641.680875,-0.136
DIEGO,user_test_013,1665645641.6886876,-0.133
DIEGO,user_test_013,1665645641.6965,-0.131
DIEGO,user_test_013,1665645641.7043126,-0.132
DIEGO,user_test_013,1665645641.712125,-0.127
DIEGO,user_test_013,1665645641.7199376,-0.124
DIEGO,user_test_013,1665645641.72775,-0.122
DIEGO,user_test_013,1665645641.7355626,-0.118
DIEGO,user_test_013,1665645641.743375,-0.12
DIEGO,user_test_013,1665645641.7511876,-0.112
DIEGO,user_test_013,1665645641.759,-0.104
DIEGO,user_test_013,1665645641.7668126,-0.095
DIEGO,user_test_013,1665645641.774625,-0.073
DIEGO,user_test_013,1665645641.7824376,-0.057
DIEGO,user_test_013,1665645641.79025,-0.058
DIEGO,user_test_013,1665645641.7980626,-0.059
DIEGO,user_test_013,1665645641.805875,-0.051
DIEGO,user_test_013,1665645641.8136876,-0.034
DIEGO,user_test_013,1665645641.8215,-0.015
DIEGO,user_test_013,1665645641.8293126,-0.002
